battle_participant_id,battle_id,trainer_id,team_side,pokemonid,slot_number,is_winner,fainted_flag,venue_type_match_flag,trainer_type_match_flag,venue_resistance_multiplier,base_power,adjusted_power,is_mvp_flag
BP0000329,B000093,T0091,away,392,1,1,0,0,1,1.0,562.63,583.71,1
BP0000330,B000094,T0122,home,271,1,1,0,0,1,1.0,357.3,386.08,0
BP0000331,B000094,T0122,home,169,2,1,0,0,0,2.0,566.05,556.74,1
BP0000332,B000094,T0074,away,402,1,0,0,0,1,1.0,405.0,420.82,0
BP0000333,B000094,T0074,away,266,2,0,1,0,1,1.0,214.85,231.79,0
BP0000334,B000095,T0116,home,218,1,0,1,0,1,1.0,262.0,303.16,0
BP0000335,B000095,T0161,away,444,1,1,0,0,0,1.0,433.69,461.89,1
BP0000336,B000096,T0119,home,526,1,1,0,0,1,1.0,539.55,597.27,1
BP0000337,B000096,T0129,away,624,1,0,1,0,1,0.5,359.75,404.28,0
BP0000338,B000097,T0028,home,373,1,1,1,0,1,0.5,737.25,808.18,1
BP0000339,B000097,T0004,away,537,1,0,1,0,0,1.0,534.48,563.49,0
BP0000340,B000098,T0061,home,713,1,1,1,0,0,2.0,540.67,558.51,1
BP0000341,B000098,T0177,away,5,1,0,1,0,0,2.0,427.15,431.12,0
BP0000342,B000099,T0089,home,376,1,1,0,0,1,0.5,736.3,784.88,1
BP0000343,B000099,T0089,home,752,2,1,0,0,0,1.0,474.64,506.05,0
BP0000344,B000099,T0089,home,411,3,1,0,0,0,0.5,514.16,557.39,0
BP0000345,B000099,T0132,away,428,1,0,1,0,0,1.0,615.13,636.02,0
BP0000346,B000099,T0132,away,345,2,0,1,0,1,1.0,370.29,407.16,0
BP0000347,B000099,T0132,away,334,3,0,1,0,0,2.0,617.65,630.91,0
BP0000348,B000100,T0114,home,435,1,0,1,0,1,0.5,505.02,566.43,0
BP0000349,B000100,T0114,home,13,2,0,1,0,1,1.0,207.3,242.34,0
BP0000350,B000100,T0117,away,18,1,1,0,0,0,0.25,612.47,682.96,1
BP0000351,B000100,T0117,away,12,2,1,1,0,0,1.0,417.6,450.47,0
BP0000352,B000101,T0063,home,276,1,1,1,0,0,0.5,288.1,331.04,0
BP0000353,B000101,T0063,home,45,2,1,1,1,0,0.25,513.05,591.9,1
BP0000354,B000101,T0078,away,677,1,0,1,0,0,1.0,374.3,413.31,0
BP0000355,B000101,T0078,away,364,2,0,1,0,0,2.0,429.4,447.48,0
BP0000356,B000102,T0116,home,256,1,0,1,0,1,2.0,424.4,427.67,0
BP0000357,B000102,T0087,away,689,1,1,1,1,1,1.0,525.91,568.31,1
BP0000358,B000103,T0121,home,703,1,0,1,0,1,1.0,520.0,562.64,0
BP0000359,B000103,T0121,home,565,2,0,1,0,1,2.0,517.83,540.33,0
BP0000360,B000103,T0131,away,620,1,1,1,1,1,1.0,538.85,626.8,0
BP0000361,B000103,T0131,away,289,2,1,1,0,0,2.0,707.3,727.72,1
BP0000362,B000104,T0076,home,72,1,0,1,0,0,0.5,354.4,412.63,0
BP0000363,B000104,T0076,home,141,2,0,0,0,1,2.0,522.05,565.95,0
BP0000364,B000104,T0076,home,791,3,0,0,0,0,1.0,714.8,752.69,0
BP0000365,B000104,T0130,away,794,1,1,1,1,0,0.5,602.9,689.74,0
BP0000366,B000104,T0130,away,719,2,1,0,0,1,1.0,734.0,785.14,1
BP0000367,B000104,T0130,away,600,3,1,0,0,0,2.0,460.15,496.17,0
BP0000368,B000105,T0149,home,581,1,0,0,0,0,1.0,498.62,522.38,0
BP0000369,B000105,T0149,home,125,2,0,1,0,1,1.0,517.7,543.65,0
BP0000370,B000105,T0012,away,472,1,1,0,0,0,1.0,539.0,565.07,0
BP0000371,B000105,T0012,away,142,2,1,0,0,0,1.0,652.55,675.54,1
BP0000372,B000106,T0089,home,611,1,1,0,0,0,2.0,434.2,435.13,1
BP0000373,B000106,T0050,away,17,1,0,0,0,0,1.0,368.22,401.01,0
BP0000374,B000107,T0030,home,694,1,0,0,1,1,0.5,306.63,411.05,0
BP0000375,B000107,T0030,home,181,2,0,1,1,1,0.5,638.6,755.78,0
BP0000376,B000107,T0176,away,737,1,1,0,1,1,0.5,418.48,501.06,0
BP0000377,B000107,T0176,away,796,2,1,0,1,1,0.5,601.5,690.82,1
BP0000378,B000108,T0170,home,66,1,1,1,0,0,1.0,321.6,367.51,0
BP0000379,B000108,T0170,home,792,2,1,0,0,0,1.0,714.8,778.14,1
BP0000380,B000108,T0144,away,83,1,0,0,0,1,1.0,397.1,432.37,0
BP0000381,B000108,T0144,away,40,2,0,1,0,1,2.0,456.7,478.58,0
BP0000382,B000109,T0089,home,502,1,0,1,0,0,1.0,433.59,463.61,0
BP0000383,B000109,T0086,away,226,1,1,0,0,1,1.0,511.05,555.71,1
BP0000384,B000110,T0179,home,535,1,1,0,0,1,1.0,310.18,369.27,0
BP0000385,B000110,T0179,home,450,2,1,0,0,0,0.5,550.9,613.79,1
BP0000386,B000110,T0154,away,585,1,0,1,0,1,2.0,354.3,341.12,0
BP0000387,B000110,T0154,away,174,2,0,1,0,1,2.0,220.5,195.21,0
BP0000388,B000111,T0069,home,709,1,0,0,0,1,2.0,497.87,511.33,0
BP0000389,B000111,T0069,home,548,2,0,1,0,1,2.0,293.95,300.7,0
BP0000390,B000111,T0155,away,193,1,1,0,0,1,2.0,412.9,425.58,0
BP0000391,B000111,T0155,away,666,2,1,0,0,1,2.0,435.38,437.1,1
BP0000392,B000112,T0133,home,39,1,0,1,0,1,1.0,283.0,340.46,0
BP0000393,B000112,T0133,home,154,2,0,1,0,0,0.5,550.24,629.85,0
BP0000394,B000112,T0045,away,657,1,1,0,1,1,0.5,428.78,490.34,0
BP0000395,B000112,T0045,away,306,2,1,1,0,0,2.0,662.2,654.45,1
BP0000396,B000113,T0134,home,103,1,1,0,0,0,2.0,554.4,570.53,1
BP0000397,B000113,T0040,away,56,1,0,1,0,0,1.0,324.05,378.45,0
BP0000398,B000114,T0157,home,67,1,0,1,0,1,0.5,425.9,485.93,0
BP0000399,B000114,T0018,away,766,1,1,0,0,0,0.5,518.7,560.96,1
BP0000400,B000115,T0153,home,1,1,0,1,0,1,1.0,334.1,394.9,0
BP0000401,B000115,T0153,home,387,2,0,1,0,1,0.5,333.11,409.37,0
BP0000402,B000115,T0052,away,334,1,1,0,0,1,0.25,617.65,716.25,1
BP0000403,B000115,T0052,away,759,2,1,1,0,0,1.0,358.0,392.02,0
BP0000404,B000116,T0067,home,514,1,0,1,0,0,0.5,524.86,565.16,0
BP0000405,B000116,T0020,away,671,1,1,0,0,0,1.0,581.56,609.22,1
BP0000406,B000117,T0007,home,567,1,0,0,0,0,1.0,598.4,625.43,0
BP0000407,B000117,T0007,home,273,2,0,1,1,0,0.5,231.3,318.92,0
BP0000408,B000117,T0144,away,83,1,1,0,0,1,0.5,397.1,463.06,0
BP0000409,B000117,T0144,away,416,2,1,0,0,0,0.25,493.8,562.47,1
BP0000410,B000118,T0147,home,127,1,1,0,0,1,1.0,634.25,680.33,1
BP0000411,B000118,T0147,home,596,2,1,1,0,1,1.0,499.22,562.77,0
BP0000412,B000118,T0043,away,397,1,0,0,0,0,1.0,360.85,404.21,0
BP0000413,B000118,T0043,away,354,2,0,0,0,1,1.0,584.55,607.86,0
BP0000414,B000119,T0060,home,107,1,0,1,0,0,1.0,480.52,524.99,0
BP0000415,B000119,T0060,home,50,2,0,1,0,1,1.0,282.95,359.66,0
BP0000416,B000119,T0101,away,66,1,1,0,0,0,1.0,321.6,358.56,0
BP0000417,B000119,T0101,away,623,2,1,1,0,1,1.0,507.97,539.99,1
BP0000418,B000120,T0068,home,676,1,1,1,1,1,1.0,498.89,589.23,1
BP0000419,B000120,T0092,away,68,1,0,1,0,1,1.0,530.75,574.38,0
BP0000420,B000121,T0128,home,176,1,1,1,0,1,0.5,424.2,496.74,0
BP0000421,B000121,T0128,home,700,2,1,0,0,1,0.5,552.25,625.47,1
BP0000422,B000121,T0084,away,292,1,0,1,0,0,2.0,250.3,258.73,0
BP0000423,B000121,T0084,away,208,2,0,0,0,1,1.0,638.85,675.6,0
BP0000424,B000122,T0115,home,158,1,0,1,0,0,1.0,330.06,330.1,0
BP0000425,B000122,T0115,home,443,2,0,0,0,1,1.0,315.79,329.44,0
BP0000426,B000122,T0115,home,783,3,0,1,0,1,0.5,441.05,477.17,0
BP0000427,B000122,T0129,away,624,1,1,0,0,1,1.0,359.75,377.39,0
BP0000428,B000122,T0129,away,319,2,1,0,0,1,2.0,590.8,586.26,1
BP0000429,B000122,T0129,away,425,3,1,0,0,0,0.25,367.9,414.51,0
BP0000430,B000123,T0111,home,699,1,1,0,0,0,2.0,546.63,564.78,1
BP0000431,B000123,T0058,away,777,1,0,1,0,0,1.0,461.26,499.79,0
BP0000432,B000124,T0083,home,589,1,1,0,0,1,1.0,516.95,569.51,1
BP0000433,B000124,T0083,home,369,2,1,0,0,0,0.5,510.3,558.94,0
BP0000434,B000124,T0088,away,247,1,0,1,0,1,0.5,429.84,484.1,0
BP0000435,B000124,T0088,away,266,2,0,1,0,0,2.0,214.85,226.5,0
BP0000436,B000125,T0006,home,445,1,1,0,1,1,2.0,735.79,816.55,1
BP0000437,B000125,T0141,away,428,1,0,0,0,1,1.0,615.13,654.43,0
BP0000438,B000126,T0168,home,177,1,0,1,1,0,0.5,338.25,447.36,0
BP0000439,B000126,T0168,home,748,2,0,1,0,1,2.0,514.34,557.28,0
BP0000440,B000126,T0168,home,320,3,0,1,0,0,1.0,421.05,474.18,0
BP0000441,B000126,T0121,away,703,1,1,0,0,1,1.0,520.0,559.03,1
BP0000442,B000126,T0121,away,565,2,1,0,0,1,1.0,517.83,542.11,0
BP0000443,B000126,T0121,away,510,3,1,0,0,0,0.25,471.46,533.01,0
BP0000444,B000127,T0175,home,283,1,0,1,0,0,1.0,285.4,294.42,0
BP0000445,B000127,T0129,away,465,1,1,1,0,0,1.0,561.05,577.91,1
BP0000446,B000128,T0078,home,114,1,1,0,0,1,0.5,459.2,527.95,1
BP0000447,B000128,T0078,home,677,2,1,0,0,0,1.0,374.3,429.36,0
BP0000448,B000128,T0061,away,172,1,0,1,0,1,2.0,218.15,214.59,0
BP0000449,B000128,T0061,away,738,2,0,1,0,1,1.0,525.11,548.93,0
BP0000450,B000129,T0161,home,572,1,0,1,0,0,1.0,317.75,351.28,0
BP0000451,B000129,T0161,home,444,2,0,1,0,0,1.0,433.69,458.84,0
BP0000452,B000129,T0031,away,467,1,1,0,0,1,1.0,568.46,593.17,1
BP0000453,B000129,T0031,away,126,2,1,1,0,1,1.0,521.66,534.76,0
BP0000454,B000130,T0104,home,450,1,1,0,0,1,1.0,550.9,583.68,1
BP0000455,B000130,T0064,away,247,1,0,1,0,0,2.0,429.84,428.33,0
BP0000456,B000131,T0103,home,538,1,1,0,1,0,1.0,488.65,569.71,0
BP0000457,B000131,T0103,home,94,2,1,0,0,1,0.25,636.95,722.71,1
BP0000458,B000131,T0146,away,737,1,0,1,0,1,0.5,418.48,459.33,0
BP0000459,B000131,T0146,away,404,2,0,1,0,1,1.0,382.45,409.86,0
BP0000460,B000132,T0057,home,555,1,1,0,1,1,0.5,568.3,699.79,1
BP0000461,B000132,T0057,home,157,2,1,0,1,1,0.5,562.87,683.33,0
BP0000462,B000132,T0057,home,513,3,1,1,1,1,0.5,332.82,463.31,0
BP0000463,B000132,T0106,away,399,1,0,1,0,1,1.0,262.27,302.7,0
BP0000464,B000132,T0106,away,351,2,0,1,0,1,1.0,441.0,477.94,0
BP0000465,B000132,T0106,away,39,3,0,1,0,1,1.0,283.0,333.14,0
BP0000466,B000133,T0041,home,160,1,1,1,0,0,1.0,557.01,619.34,0
BP0000467,B000133,T0041,home,289,2,1,0,0,0,1.0,707.3,756.38,1
BP0000468,B000133,T0041,home,764,3,1,0,0,0,1.0,511.61,575.19,0
BP0000469,B000133,T0014,away,322,1,0,1,0,1,1.0,319.65,342.78,0
BP0000470,B000133,T0014,away,676,2,0,1,0,0,1.0,498.89,521.17,0
BP0000471,B000133,T0014,away,329,3,0,1,0,1,1.0,359.0,399.63,0
BP0000472,B000134,T0060,home,720,1,0,0,0,0,1.0,713.7,763.59,0
BP0000473,B000134,T0060,home,50,2,0,1,0,1,0.25,282.95,390.55,0
BP0000474,B000134,T0173,away,129,1,1,0,0,0,2.0,214.55,223.5,0
BP0000475,B000134,T0173,away,624,2,1,0,0,0,1.0,359.75,403.9,0
BP0000476,B000134,T0173,away,472,3,1,0,0,1,0.25,539.0,625.9,1
BP0000477,B000135,T0070,home,298,1,0,1,0,0,1.0,198.5,227.26,0
BP0000478,B000135,T0086,away,771,1,1,0,0,1,1.0,424.65,455.06,1
BP0000479,B000136,T0098,home,396,1,0,0,0,1,0.25,260.1,337.71,0
BP0000480,B000136,T0138,away,528,1,1,1,0,1,0.25,450.94,513.49,1
BP0000481,B000137,T0115,home,443,1,0,1,0,1,1.0,315.79,335.74,0
BP0000482,B000137,T0115,home,158,2,0,1,0,0,1.0,330.06,338.64,0
BP0000483,B000137,T0115,home,691,3,0,1,0,1,1.0,516.44,520.33,0
BP0000484,B000137,T0124,away,124,1,1,0,0,1,2.0,483.6,475.19,0
BP0000485,B000137,T0124,away,461,2,1,0,1,1,0.5,542.35,627.59,1
BP0000486,B000137,T0124,away,225,3,1,1,0,1,1.0,348.7,384.13,0
BP0000487,B000138,T0083,home,158,1,0,0,0,0,1.0,330.06,385.81,0
BP0000488,B000138,T0077,away,205,1,1,0,1,1,0.5,487.75,577.91,1
BP0000489,B000139,T0089,home,376,1,1,1,1,1,0.5,736.3,828.85,1
BP0000490,B000139,T0089,home,502,2,1,1,0,0,0.5,433.59,480.64,0
BP0000491,B000139,T0089,home,494,3,1,0,0,1,0.5,630.0,690.55,0
BP0000492,B000139,T0158,away,781,1,0,0,0,0,1.0,540.78,536.42,0
BP0000493,B000139,T0158,away,677,2,0,0,0,0,1.0,374.3,382.2,0
BP0000494,B000139,T0158,away,689,3,0,1,0,0,1.0,525.91,526.36,0
BP0000495,B000140,T0125,home,510,1,1,1,1,0,0.5,471.46,538.56,1
BP0000496,B000140,T0125,home,540,2,1,0,0,0,1.0,325.03,353.23,0
BP0000497,B000140,T0071,away,519,1,0,1,0,1,1.0,278.56,308.54,0
BP0000498,B000140,T0071,away,559,2,0,1,1,0,0.25,365.76,466.66,0
BP0000499,B000141,T0165,home,224,1,1,1,0,0,0.5,501.3,561.97,1
BP0000500,B000141,T0135,away,70,1,0,1,0,0,2.0,409.55,396.94,0
BP0000501,B000142,T0153,home,310,1,1,1,0,0,1.0,609.5,662.67,1
BP0000502,B000142,T0079,away,667,1,0,1,0,0,0.5,389.48,439.28,0
BP0000503,B000143,T0111,home,414,1,1,1,1,0,2.0,445.44,480.23,0
BP0000504,B000143,T0111,home,103,2,1,1,0,1,2.0,554.4,556.76,1
BP0000505,B000143,T0061,away,738,1,0,1,0,1,1.0,525.11,556.34,0
BP0000506,B000143,T0061,away,172,2,0,1,0,1,0.5,218.15,258.81,0
BP0000507,B000144,T0119,home,222,1,0,1,1,1,1.0,427.4,522.85,0
BP0000508,B000144,T0176,away,796,1,1,0,0,1,1.0,601.5,648.63,1
BP0000509,B000145,T0031,home,228,1,1,0,1,1,0.5,348.95,403.24,0
BP0000510,B000145,T0031,home,467,2,1,0,1,1,0.5,568.46,655.33,1
BP0000511,B000145,T0153,away,564,1,0,1,0,0,0.25,371.73,466.96,0
BP0000512,B000145,T0153,away,1,2,0,1,0,1,2.0,334.1,358.27,0
BP0000513,B000146,T0088,home,558,1,1,1,0,1,1.0,508.55,557.26,0
BP0000514,B000146,T0088,home,473,2,1,0,0,0,1.0,559.5,596.38,1
BP0000515,B000146,T0079,away,11,1,0,1,0,0,1.0,215.85,235.75,0
BP0000516,B000146,T0079,away,149,2,0,1,0,0,2.0,629.87,638.1,0
BP0000517,B000147,T0148,home,584,1,1,0,0,1,2.0,561.58,587.15,1
BP0000518,B000147,T0148,home,177,2,1,1,0,0,1.0,338.25,379.48,0
BP0000519,B000147,T0148,home,763,3,1,0,0,0,2.0,536.74,553.79,0
BP0000520,B000147,T0023,away,687,1,0,1,0,0,1.0,506.82,516.14,0
BP0000521,B000147,T0023,away,105,2,0,0,1,0,1.0,445.3,476.49,0
BP0000522,B000147,T0023,away,82,3,0,1,0,0,2.0,490.25,483.91,0
BP0000523,B000148,T0149,home,134,1,0,1,0,0,1.0,552.85,579.86,0
BP0000524,B000148,T0112,away,699,1,1,0,0,1,1.0,546.63,583.79,1
BP0000525,B000149,T0051,home,131,1,1,1,0,0,2.0,560.25,548.8,0
BP0000526,B000149,T0051,home,103,2,1,0,1,1,0.5,554.4,630.97,0
BP0000527,B000149,T0051,home,254,3,1,0,1,1,0.5,666.75,757.73,1
BP0000528,B000149,T0066,away,491,1,0,0,0,1,1.0,633.8,662.17,0
BP0000529,B000149,T0066,away,553,2,0,0,0,1,2.0,548.15,556.2,0
BP0000530,B000149,T0066,away,405,3,0,1,0,0,1.0,548.95,560.43,0
BP0000531,B000150,T0069,home,114,1,1,0,0,1,1.0,459.2,492.25,0
BP0000532,B000150,T0069,home,700,2,1,0,0,0,1.0,552.25,566.21,1
BP0000533,B000150,T0069,home,709,3,1,0,1,1,2.0,497.87,554.65,0
BP0000534,B000150,T0073,away,117,1,0,1,0,0,1.0,465.3,503.7,0
BP0000535,B000150,T0073,away,530,2,0,1,0,1,1.0,538.11,569.69,0
BP0000536,B000150,T0073,away,624,3,0,1,0,1,0.5,359.75,423.24,0
BP0000537,B000151,T0080,home,680,1,1,0,0,0,0.5,471.45,537.17,0
BP0000538,B000151,T0080,home,466,2,1,0,0,0,1.0,569.24,617.33,0
BP0000539,B000151,T0080,home,65,3,1,0,1,0,0.5,640.0,757.54,1
BP0000540,B000151,T0075,away,234,1,0,0,0,1,1.0,489.7,532.25,0
BP0000541,B000151,T0075,away,285,2,0,1,0,0,1.0,308.4,333.39,0
BP0000542,B000151,T0075,away,585,3,0,1,0,1,1.0,354.3,377.93,0
BP0000543,B000152,T0013,home,560,1,1,0,0,1,1.0,511.16,551.81,0
BP0000544,B000152,T0013,home,635,2,1,1,0,1,2.0,630.86,664.65,1
BP0000545,B000152,T0013,home,539,3,1,0,0,0,0.5,492.7,554.09,0
BP0000546,B000152,T0046,away,47,1,0,1,1,1,2.0,423.2,450.13,0
BP0000547,B000152,T0046,away,470,2,0,0,0,1,2.0,554.95,557.93,0
BP0000548,B000152,T0046,away,586,3,0,1,0,1,2.0,501.9,496.82,0
BP0000549,B000153,T0084,home,259,1,1,1,1,1,1.0,424.8,520.95,0
BP0000550,B000153,T0084,home,208,2,1,0,0,1,2.0,638.85,676.36,1
BP0000551,B000153,T0161,away,308,1,0,0,0,1,1.0,537.25,573.82,0
BP0000552,B000153,T0161,away,560,2,0,1,0,1,1.0,511.16,557.04,0
BP0000553,B000154,T0101,home,623,1,1,0,1,1,1.0,507.97,588.77,1
BP0000554,B000154,T0109,away,446,1,0,1,0,1,1.0,408.4,442.05,0
BP0000555,B000155,T0116,home,218,1,0,1,0,1,0.5,262.0,315.44,0
BP0000556,B000155,T0116,home,3,2,0,1,1,0,0.25,654.51,750.81,0
BP0000557,B000155,T0096,away,214,1,1,0,0,1,0.5,633.55,665.03,1
BP0000558,B000155,T0096,away,637,2,1,0,0,1,0.25,582.3,652.67,0
BP0000559,B000156,T0022,home,581,1,0,1,0,0,1.0,498.62,511.69,0
BP0000560,B000156,T0062,away,229,1,1,0,0,0,1.0,633.25,654.2,1
BP0000561,B000157,T0147,home,596,1,1,1,1,1,1.0,499.22,611.11,0
BP0000562,B000157,T0147,home,127,2,1,0,1,1,1.0,634.25,727.13,1
BP0000563,B000157,T0147,home,402,3,1,1,1,1,1.0,405.0,509.36,0
BP0000564,B000157,T0043,away,356,1,0,1,0,1,0.5,472.1,528.33,0
BP0000565,B000157,T0043,away,609,2,0,1,0,1,0.25,548.7,626.29,0
BP0000566,B000157,T0043,away,317,3,0,1,0,0,0.5,488.59,520.11,0
BP0000567,B000158,T0166,home,347,1,1,0,0,0,1.0,376.35,432.32,0
BP0000568,B000158,T0166,home,384,2,1,0,0,1,0.5,818.45,900.86,1
BP0000569,B000158,T0166,home,715,3,1,0,0,1,0.5,565.77,635.09,0
BP0000570,B000158,T0129,away,319,1,0,1,0,1,0.5,590.8,639.58,0
BP0000571,B000158,T0129,away,465,2,0,1,0,0,2.0,561.05,537.87,0
BP0000572,B000158,T0129,away,310,3,0,1,0,0,1.0,609.5,599.47,0
BP0000573,B000159,T0050,home,17,1,0,1,0,0,2.0,368.22,416.94,0
BP0000574,B000159,T0093,away,771,1,1,1,0,1,0.5,424.65,475.53,1
BP0000575,B000160,T0120,home,331,1,0,1,0,0,1.0,350.5,391.29,0
BP0000576,B000160,T0120,home,292,2,0,1,0,1,2.0,250.3,280.95,0
BP0000577,B000160,T0120,home,474,3,0,0,0,0,1.0,564.6,592.29,0
BP0000578,B000160,T0055,away,623,1,1,0,0,1,0.5,507.97,539.54,0
BP0000579,B000160,T0055,away,448,2,1,0,0,0,0.25,657.94,700.23,1
BP0000580,B000160,T0055,away,424,3,1,0,0,0,1.0,510.85,522.41,0
BP0000581,B000161,T0069,home,700,1,1,0,0,0,1.0,552.25,588.12,1
BP0000582,B000161,T0069,home,709,2,1,0,0,1,0.5,497.87,560.5,0
BP0000583,B000161,T0007,away,375,1,0,0,0,1,1.0,440.0,470.67,0
BP0000584,B000161,T0007,away,561,2,0,1,0,1,1.0,517.48,545.8,0
BP0000585,B000162,T0138,home,577,1,0,1,0,1,1.0,305.55,345.7,0
BP0000586,B000162,T0138,home,432,2,0,1,0,0,1.0,478.75,506.49,0
BP0000587,B000162,T0138,home,79,3,0,0,0,1,1.0,329.75,357.18,0
BP0000588,B000162,T0167,away,205,1,1,1,0,0,0.5,487.75,514.61,0
BP0000589,B000162,T0167,away,406,2,1,1,0,1,0.5,296.1,351.37,0
BP0000590,B000162,T0167,away,197,3,1,0,0,0,2.0,549.25,560.82,1
BP0000591,B000163,T0024,home,85,1,1,0,0,1,1.0,498.5,541.73,0
BP0000592,B000163,T0024,home,259,2,1,1,0,0,0.5,424.8,458.85,0
BP0000593,B000163,T0024,home,555,3,1,0,1,0,0.5,568.3,667.28,1
BP0000594,B000163,T0109,away,586,1,0,0,0,1,2.0,501.9,514.39,0
BP0000595,B000163,T0109,away,588,2,0,1,0,0,2.0,332.95,334.96,0
BP0000596,B000163,T0109,away,174,3,0,0,0,1,1.0,220.5,250.64,0
BP0000597,B000164,T0117,home,18,1,1,0,1,0,1.0,612.47,692.16,1
BP0000598,B000164,T0117,home,567,2,1,1,0,0,0.5,598.4,665.14,0
BP0000599,B000164,T0028,away,518,1,0,1,0,0,1.0,509.59,533.9,0
BP0000600,B000164,T0028,away,147,2,0,1,0,1,1.0,315.67,347.37,0
BP0000601,B000165,T0053,home,116,1,1,0,0,1,1.0,312.8,356.71,0
BP0000602,B000165,T0053,home,623,2,1,0,0,0,1.0,507.97,538.3,1
BP0000603,B000165,T0156,away,664,1,0,1,0,1,1.0,210.9,228.91,0
BP0000604,B000165,T0156,away,143,2,0,1,0,0,1.0,565.9,557.84,0
BP0000605,B000166,T0134,home,559,1,0,1,0,1,0.5,365.76,424.03,0
BP0000606,B000166,T0134,home,560,2,0,0,0,1,0.5,511.16,568.95,0
BP0000607,B000166,T0089,away,494,1,1,0,0,1,2.0,630.0,635.39,1
BP0000608,B000166,T0089,away,502,2,1,0,0,0,1.0,433.59,445.25,0
BP0000609,B000166,T0089,away,611,3,1,0,0,0,1.0,434.2,448.47,0
BP0000610,B000167,T0105,home,451,1,0,1,0,1,2.0,348.3,384.59,0
BP0000611,B000167,T0056,away,337,1,1,0,0,0,0.5,484.75,522.95,1
BP0000612,B000168,T0028,home,339,1,1,0,0,0,1.0,303.69,334.33,0
BP0000613,B000168,T0028,home,147,2,1,0,0,1,1.0,315.67,343.77,1
BP0000614,B000168,T0077,away,632,1,0,1,0,1,1.0,514.3,539.5,0
BP0000615,B000169,T0111,home,326,1,1,1,0,1,1.0,496.3,542.65,0
BP0000616,B000169,T0111,home,103,2,1,1,0,1,1.0,554.4,595.74,1
BP0000617,B000169,T0055,away,623,1,0,1,0,1,0.25,507.97,555.7,0
BP0000618,B000169,T0055,away,563,2,0,1,0,1,0.25,504.35,562.15,0
BP0000619,B000170,T0079,home,11,1,0,1,0,0,1.0,215.85,248.32,0
BP0000620,B000170,T0180,away,709,1,1,1,0,1,1.0,497.87,517.72,1
BP0000621,B000171,T0174,home,86,1,0,1,0,0,2.0,340.75,349.34,0
BP0000622,B000171,T0019,away,510,1,1,0,0,0,1.0,471.46,472.2,1
BP0000623,B000172,T0069,home,332,1,1,0,0,1,1.0,497.3,547.53,0
BP0000624,B000172,T0069,home,700,2,1,0,0,0,2.0,552.25,576.58,1
BP0000625,B000172,T0064,away,761,1,0,1,0,0,1.0,220.24,237.38,0
BP0000626,B000172,T0064,away,278,2,0,1,0,0,0.5,288.1,343.33,0
BP0000627,B000173,T0004,home,509,1,1,0,0,1,0.5,296.82,367.39,1
BP0000628,B000173,T0004,home,524,2,1,1,0,0,1.0,294.8,335.34,0
BP0000629,B000173,T0168,away,406,1,0,1,0,1,1.0,296.1,358.33,0
BP0000630,B000174,T0109,home,92,1,0,1,0,0,0.25,330.85,415.56,0
BP0000631,B000174,T0109,home,586,2,0,1,1,1,1.0,501.9,587.23,0
BP0000632,B000174,T0109,home,735,3,0,1,1,1,1.0,439.6,514.43,0
BP0000633,B000174,T0136,away,441,1,1,1,1,1,1.0,435.33,504.79,0
BP0000634,B000174,T0136,away,468,2,1,0,0,1,1.0,574.2,611.73,1
BP0000635,B000174,T0136,away,583,3,1,1,0,0,1.0,414.78,443.94,0
BP0000636,B000175,T0158,home,746,1,0,1,0,0,0.5,643.8,669.04,0
BP0000637,B000175,T0130,away,719,1,1,0,0,1,4.0,734.0,747.6,1
BP0000638,B000176,T0109,home,446,1,0,1,1,1,1.0,408.4,500.05,0
BP0000639,B000176,T0109,home,174,2,0,1,1,1,1.0,220.5,322.77,0
BP0000640,B000176,T0088,away,112,1,1,0,0,1,0.5,511.45,585.92,1
BP0000641,B000176,T0088,away,558,2,1,0,0,1,0.5,508.55,564.05,0
BP0000642,B000177,T0167,home,318,1,0,1,0,0,0.5,323.25,366.78,0
BP0000643,B000177,T0004,away,621,1,1,0,0,0,1.0,508.71,543.13,1
BP0000644,B000178,T0112,home,699,1,1,0,0,1,2.0,546.63,560.76,0
BP0000645,B000178,T0112,home,339,2,1,0,1,0,1.0,303.69,379.52,0
BP0000646,B000178,T0112,home,139,3,1,0,1,1,1.0,520.55,591.68,1
BP0000647,B000178,T0061,away,713,1,0,1,0,0,1.0,540.67,557.29,0
BP0000648,B000178,T0061,away,172,2,0,0,0,1,1.0,218.15,241.93,0
BP0000649,B000178,T0061,away,578,3,0,1,0,0,1.0,389.85,412.38,0
BP0000650,B000179,T0043,home,609,1,0,1,0,1,1.0,548.7,591.57,0
BP0000651,B000179,T0043,home,397,2,0,1,0,0,1.0,360.85,408.76,0
BP0000652,B000179,T0172,away,334,1,1,1,0,1,1.0,617.65,645.03,1
BP0000653,B000179,T0172,away,139,2,1,0,0,0,1.0,520.55,547.27,0
BP0000654,B000180,T0022,home,581,1,0,1,0,0,1.0,498.62,510.06,0
BP0000655,B000180,T0022,home,412,2,0,1,0,0,1.0,234.89,241.4,0
BP0000656,B000180,T0165,away,407,1,1,1,0,1,2.0,544.05,567.43,1
BP0000657,B000180,T0165,away,2,2,1,0,0,1,2.0,425.6,441.0,0
BP0000658,B000181,T0018,home,251,1,1,0,1,1,0.5,630.0,719.6,1
