battle_id,battle_date,venue_id,battle_format,trainer_home_id,trainer_away_id,home_team_size,away_team_size,trainer_winner_id,trainer_loser_id,winning_side,battle_turns,winning_margin,title_match_flag,weather_condition,attendance
B000251,2025-09-02,V010,doubles,T0090,T0027,2,2,T0090,T0027,home,11,98.7,0,Thunderstorm,743
B000252,2025-10-09,V041,triples,T0168,T0025,3,3,T0168,T0025,home,22,4.19,1,Smog,547
B000253,2024-07-04,V016,singles,T0131,T0096,1,1,T0131,T0096,home,9,41.45,0,Clear,140
B000254,2024-08-31,V037,singles,T0121,T0155,1,1,T0121,T0155,home,7,130.86,0,Clear,1139
B000255,2024-10-23,V047,doubles,T0020,T0116,2,2,T0116,T0020,away,15,109.14,0,Sandstorm,313
B000256,2025-09-30,V047,singles,T0069,T0002,1,1,T0069,T0002,home,6,9.53,0,Sandstorm,314
B000257,2025-12-01,V039,doubles,T0079,T0056,2,2,T0079,T0056,home,12,298.44,0,Clear,684
B000258,2025-06-09,V036,doubles,T0085,T0057,2,2,T0057,T0085,away,13,136.72,0,Hail,786
B000259,2025-06-08,V052,doubles,T0133,T0168,2,1,T0133,T0168,home,15,321.88,0,Rain,678
B000260,2025-05-18,V042,doubles,T0045,T0091,2,2,T0091,T0045,away,7,333.44,0,Smog,722
B000261,2024-11-22,V044,singles,T0163,T0016,1,1,T0016,T0163,away,7,35.87,0,Odd Aura,1528
B000262,2024-08-24,V028,singles,T0029,T0138,1,1,T0138,T0029,away,8,8.32,0,Sunny,814
B000263,2024-03-09,V052,triples,T0007,T0120,3,3,T0007,T0120,home,19,325.85,0,Rain,843
B000264,2025-11-11,V017,doubles,T0011,T0008,2,1,T0011,T0008,home,14,325.83,1,Clear,805
B000265,2026-01-18,V003,singles,T0117,T0005,1,1,T0117,T0005,home,13,90.35,0,Breezy,386
B000266,2024-08-12,V003,triples,T0038,T0009,3,3,T0038,T0009,home,19,88.23,0,Breezy,607
B000267,2024-05-19,V009,doubles,T0043,T0154,2,2,T0043,T0154,home,11,205.9,0,High Winds,1940
B000268,2025-05-19,V008,triples,T0014,T0070,3,3,T0014,T0070,home,11,172.2,0,High Winds,405
B000269,2024-02-27,V053,doubles,T0053,T0005,2,2,T0053,T0005,home,6,45.99,0,Rain,510
B000270,2024-05-17,V029,singles,T0053,T0033,1,1,T0053,T0033,home,8,196.0,0,Sunny,446
B000271,2025-04-22,V013,triples,T0168,T0083,3,2,T0168,T0083,home,12,742.12,0,Glittering,1370
B000272,2026-02-25,V012,triples,T0098,T0061,3,3,T0061,T0098,away,18,341.91,0,Thunderstorm,1100
B000273,2025-01-24,V051,doubles,T0012,T0089,2,2,T0089,T0012,away,23,113.8,1,Overcast,493
B000274,2024-08-29,V038,doubles,T0062,T0147,2,2,T0062,T0147,home,12,339.2,0,Clear,805
B000275,2025-09-20,V010,triples,T0003,T0167,3,3,T0003,T0167,home,14,146.35,0,Thunderstorm,524
B000276,2026-03-29,V022,triples,T0172,T0013,3,3,T0013,T0172,away,8,80.3,0,Windy,985
B000277,2024-07-09,V046,singles,T0030,T0012,1,1,T0012,T0030,away,10,80.87,0,Sandstorm,313
B000278,2025-09-28,V025,triples,T0082,T0153,3,3,T0082,T0153,home,17,53.97,0,Fog,1171
B000279,2024-07-19,V010,doubles,T0042,T0066,2,2,T0066,T0042,away,16,284.94,0,Thunderstorm,600
B000280,2025-03-11,V006,singles,T0169,T0149,1,1,T0169,T0149,home,8,171.26,0,Moonless,353
B000281,2025-11-26,V044,doubles,T0054,T0121,2,3,T0121,T0054,away,13,451.0,0,Odd Aura,1691
B000282,2024-07-26,V015,singles,T0032,T0158,1,1,T0032,T0158,home,9,17.59,0,Glittering,160
B000283,2024-04-13,V016,doubles,T0001,T0057,2,2,T0057,T0001,away,19,55.82,1,Clear,224
B000284,2025-08-02,V051,doubles,T0167,T0114,2,2,T0167,T0114,home,7,235.48,0,Overcast,596
B000285,2024-02-08,V048,triples,T0151,T0034,3,3,T0034,T0151,away,15,31.54,0,Sandstorm,1872
B000286,2025-11-09,V012,doubles,T0031,T0092,2,2,T0092,T0031,away,9,33.44,0,Thunderstorm,1068
B000287,2026-01-02,V046,doubles,T0162,T0105,2,2,T0162,T0105,home,11,123.75,0,Sandstorm,556
B000288,2024-07-26,V034,doubles,T0069,T0088,2,2,T0069,T0088,home,10,58.2,0,Hail,1609
B000289,2024-03-03,V005,doubles,T0050,T0022,2,2,T0050,T0022,home,21,134.79,1,Moonless,1051
B000290,2025-11-09,V016,doubles,T0131,T0132,2,2,T0131,T0132,home,7,284.63,0,Clear,185
B000291,2024-08-08,V018,triples,T0148,T0143,3,3,T0148,T0143,home,16,290.43,0,Clear,1330
B000292,2025-03-27,V006,singles,T0022,T0083,1,1,T0022,T0083,home,11,17.3,0,Moonless,479
B000293,2025-12-21,V009,triples,T0088,T0155,3,3,T0088,T0155,home,14,343.03,0,High Winds,1967
B000294,2024-08-09,V013,triples,T0034,T0067,3,3,T0034,T0067,home,19,554.23,0,Glittering,1617
B000295,2025-04-07,V010,singles,T0099,T0109,1,1,T0099,T0109,home,13,195.38,0,Thunderstorm,578
B000296,2026-02-20,V042,triples,T0013,T0053,3,3,T0013,T0053,home,14,587.29,0,Smog,758
B000297,2025-07-23,V039,singles,T0174,T0168,1,1,T0174,T0168,home,9,168.19,0,Clear,675
B000298,2024-02-27,V007,doubles,T0138,T0144,2,2,T0144,T0138,away,12,21.79,0,High Winds,1387
B000299,2025-11-01,V005,triples,T0017,T0050,3,3,T0050,T0017,away,14,464.24,0,Moonless,1160
B000300,2025-10-27,V054,triples,T0177,T0027,3,3,T0027,T0177,away,14,84.32,0,Rain,625
B000301,2025-03-07,V005,doubles,T0129,T0117,2,2,T0117,T0129,away,19,40.51,1,Moonless,1014
B000302,2025-06-08,V030,doubles,T0013,T0159,2,1,T0013,T0159,home,15,634.41,0,Sunny,586
B000303,2024-12-29,V022,triples,T0164,T0108,3,3,T0108,T0164,away,14,210.93,0,Windy,1239
B000304,2026-01-07,V036,doubles,T0050,T0072,2,2,T0050,T0072,home,14,403.1,0,Hail,731
B000305,2025-12-14,V029,triples,T0162,T0002,3,3,T0002,T0162,away,20,195.76,0,Sunny,524
B000306,2025-05-28,V042,doubles,T0073,T0081,2,2,T0073,T0081,home,13,197.12,0,Smog,651
B000307,2025-08-04,V021,singles,T0112,T0086,1,2,T0086,T0112,away,18,684.84,0,Harsh Sun,200
B000308,2024-02-18,V017,singles,T0030,T0051,1,1,T0030,T0051,home,9,203.49,0,Clear,654
B000309,2025-07-19,V008,singles,T0028,T0168,1,1,T0168,T0028,away,9,222.25,0,High Winds,530
B000310,2025-12-07,V032,triples,T0165,T0118,3,3,T0165,T0118,home,14,469.03,0,Dusty,1346
B000311,2025-08-21,V029,doubles,T0052,T0086,2,2,T0052,T0086,home,15,113.53,0,Sunny,444
B000312,2026-02-15,V054,singles,T0048,T0069,1,2,T0069,T0048,away,9,322.77,0,Rain,537
B000313,2024-08-17,V009,singles,T0029,T0007,1,1,T0007,T0029,away,11,267.69,0,High Winds,1855
B000314,2024-10-27,V046,doubles,T0130,T0099,2,2,T0130,T0099,home,15,614.86,0,Sandstorm,516
B000315,2024-12-01,V047,doubles,T0049,T0035,2,2,T0035,T0049,away,4,118.62,0,Sandstorm,265
B000316,2024-10-19,V006,doubles,T0004,T0098,2,2,T0098,T0004,away,13,34.09,0,Moonless,571
B000317,2025-05-15,V023,triples,T0035,T0161,3,3,T0035,T0161,home,17,157.85,1,Windy,1353
B000318,2026-01-17,V006,doubles,T0064,T0118,2,2,T0118,T0064,away,15,491.43,0,Moonless,287
B000319,2025-06-02,V039,singles,T0175,T0025,1,1,T0175,T0025,home,12,3.69,0,Clear,684
B000320,2025-08-19,V031,doubles,T0108,T0153,2,2,T0108,T0153,home,11,62.67,0,Dusty,467
B000321,2025-01-11,V052,singles,T0092,T0082,1,1,T0092,T0082,home,13,10.56,0,Rain,734
B000322,2025-12-16,V053,singles,T0003,T0052,1,1,T0052,T0003,away,12,49.66,0,Rain,430
B000323,2024-12-28,V018,triples,T0030,T0096,3,3,T0030,T0096,home,19,187.86,0,Clear,1210
B000324,2025-07-24,V009,singles,T0006,T0049,1,1,T0006,T0049,home,10,74.55,0,High Winds,1731
B000325,2025-12-01,V048,singles,T0058,T0019,1,1,T0019,T0058,away,12,122.34,0,Sandstorm,1995
B000326,2025-07-27,V006,doubles,T0133,T0067,2,2,T0133,T0067,home,19,266.48,1,Moonless,417
B000327,2024-06-22,V015,singles,T0060,T0100,1,1,T0100,T0060,away,8,215.46,0,Glittering,120
B000328,2024-04-18,V014,doubles,T0085,T0098,2,2,T0098,T0085,away,13,218.54,0,Glittering,1529
B000329,2024-11-08,V008,doubles,T0156,T0060,2,2,T0060,T0156,away,10,148.23,0,High Winds,313
B000330,2025-05-05,V005,singles,T0024,T0074,1,1,T0024,T0074,home,10,221.34,0,Moonless,993
B000331,2024-02-01,V049,doubles,T0041,T0002,2,2,T0041,T0002,home,9,22.96,0,Overcast,704
B000332,2025-12-13,V007,singles,T0089,T0119,1,1,T0089,T0119,home,7,189.54,0,High Winds,1653
B000333,2025-08-26,V004,triples,T0023,T0035,3,3,T0023,T0035,home,16,355.64,0,Moonless,920
B000334,2025-07-29,V008,doubles,T0028,T0119,2,2,T0119,T0028,away,15,14.67,0,High Winds,255
B000335,2025-08-19,V024,triples,T0139,T0056,3,3,T0139,T0056,home,10,329.37,0,Windy,769
B000336,2024-07-06,V007,triples,T0103,T0143,3,3,T0143,T0103,away,12,131.61,0,High Winds,1211
B000337,2024-09-20,V037,doubles,T0062,T0090,2,2,T0090,T0062,away,23,47.47,1,Clear,995
B000338,2024-04-13,V020,singles,T0139,T0157,1,1,T0139,T0157,home,6,63.14,0,Harsh Sun,1531
B000339,2024-10-29,V031,singles,T0060,T0061,1,1,T0060,T0061,home,13,552.36,0,Dusty,478
B000340,2026-03-14,V049,triples,T0127,T0123,3,3,T0123,T0127,away,15,769.01,0,Overcast,689
B000341,2024-04-02,V025,doubles,T0107,T0018,2,2,T0107,T0018,home,11,292.12,0,Fog,1201
B000342,2025-12-22,V005,singles,T0118,T0176,1,1,T0176,T0118,away,8,239.81,0,Moonless,1230
B000343,2024-08-11,V033,singles,T0084,T0150,1,1,T0084,T0150,home,14,41.16,0,Dusty,1615
B000344,2024-04-15,V014,doubles,T0168,T0127,2,2,T0168,T0127,home,17,196.76,0,Glittering,1488
B000345,2025-05-08,V044,singles,T0152,T0157,1,1,T0157,T0152,away,10,37.8,0,Odd Aura,1776
B000346,2024-04-28,V033,doubles,T0142,T0024,2,2,T0142,T0024,home,22,266.52,1,Dusty,2068
B000347,2024-01-29,V032,singles,T0047,T0030,1,1,T0047,T0030,home,8,79.17,0,Dusty,1371
B000348,2026-02-07,V014,triples,T0144,T0046,3,3,T0144,T0046,home,14,49.8,0,Glittering,1309
B000349,2024-02-12,V018,singles,T0008,T0009,1,1,T0009,T0008,away,5,85.11,0,Clear,1536
B000350,2025-06-28,V004,singles,T0147,T0139,1,1,T0147,T0139,home,5,108.28,0,Moonless,579
B000351,2025-08-03,V029,doubles,T0030,T0058,2,2,T0058,T0030,away,13,57.65,0,Sunny,574
B000352,2025-11-08,V021,singles,T0064,T0084,1,1,T0084,T0064,away,8,126.4,0,Harsh Sun,215
B000353,2026-02-01,V049,singles,T0134,T0176,1,1,T0134,T0176,home,9,269.55,0,Overcast,743
B000354,2025-12-04,V018,doubles,T0028,T0140,2,1,T0028,T0140,home,9,591.47,0,Clear,1522
B000355,2024-04-25,V018,doubles,T0061,T0168,2,2,T0061,T0168,home,12,57.04,0,Clear,1302
B000356,2024-12-31,V049,doubles,T0152,T0178,2,2,T0178,T0152,away,10,122.53,0,Overcast,820
B000357,2026-01-31,V038,singles,T0075,T0082,1,1,T0082,T0075,away,10,155.82,0,Clear,1010
B000358,2025-03-13,V014,singles,T0119,T0163,1,1,T0163,T0119,away,12,33.33,0,Glittering,1233
B000359,2024-08-14,V022,singles,T0162,T0174,1,1,T0162,T0174,home,9,56.15,0,Windy,928
B000360,2025-07-27,V029,doubles,T0177,T0061,2,1,T0177,T0061,home,12,362.43,0,Sunny,498
B000361,2025-12-22,V037,singles,T0079,T0106,1,1,T0079,T0106,home,15,107.61,0,Clear,1246
B000362,2024-04-01,V016,doubles,T0131,T0106,2,2,T0131,T0106,home,11,71.32,0,Clear,135
B000363,2026-02-28,V022,singles,T0105,T0051,1,1,T0105,T0051,home,9,46.44,0,Windy,971
B000364,2024-09-23,V021,doubles,T0026,T0051,2,2,T0051,T0026,away,12,275.37,0,Harsh Sun,266
B000365,2025-03-28,V022,singles,T0091,T0178,1,1,T0178,T0091,away,14,90.14,0,Windy,1178
B000366,2024-10-22,V041,triples,T0016,T0106,3,3,T0016,T0106,home,16,147.66,0,Smog,841
B000367,2024-09-15,V046,triples,T0006,T0026,3,3,T0006,T0026,home,17,504.28,0,Sandstorm,585
B000368,2026-01-22,V018,triples,T0092,T0052,3,3,T0092,T0052,home,10,279.93,0,Clear,1443
B000369,2026-03-11,V054,doubles,T0030,T0067,2,2,T0030,T0067,home,10,343.87,0,Rain,634
B000370,2024-10-13,V052,doubles,T0034,T0094,2,2,T0094,T0034,away,16,148.01,0,Rain,431
B000371,2025-10-13,V031,doubles,T0165,T0032,2,2,T0165,T0032,home,10,80.52,0,Dusty,413
B000372,2025-04-02,V041,doubles,T0030,T0094,2,3,T0030,T0094,home,14,7.9,0,Smog,612
B000373,2024-10-25,V015,singles,T0084,T0176,1,1,T0084,T0176,home,12,61.56,0,Glittering,196
B000374,2024-05-18,V049,doubles,T0136,T0022,2,2,T0136,T0022,home,11,257.51,0,Overcast,755
B000375,2025-07-29,V042,doubles,T0105,T0021,2,2,T0021,T0105,away,23,150.92,1,Smog,752
B000376,2024-07-02,V017,doubles,T0113,T0075,2,2,T0113,T0075,home,12,500.64,0,Clear,709
B000377,2024-05-13,V040,singles,T0046,T0056,1,1,T0056,T0046,away,14,21.55,0,Smog,255
B000378,2025-08-18,V015,singles,T0032,T0027,1,1,T0032,T0027,home,8,544.54,0,Glittering,142
B000379,2024-06-29,V048,singles,T0017,T0099,1,1,T0099,T0017,away,7,43.68,0,Sandstorm,2152
B000380,2026-01-06,V014,doubles,T0054,T0075,2,2,T0054,T0075,home,23,390.63,1,Glittering,1909
B000381,2026-01-26,V043,doubles,T0037,T0105,2,2,T0105,T0037,away,12,174.65,0,Odd Aura,1088
B000382,2026-03-09,V007,singles,T0168,T0087,1,1,T0168,T0087,home,10,37.85,0,High Winds,1161
B000383,2025-01-29,V004,singles,T0045,T0097,1,1,T0045,T0097,home,12,172.12,0,Moonless,904
B000384,2026-02-14,V020,triples,T0042,T0089,3,2,T0089,T0042,away,12,27.57,0,Harsh Sun,1441
B000385,2026-01-11,V039,triples,T0169,T0026,3,3,T0169,T0026,home,15,235.79,0,Clear,682
B000386,2024-09-08,V010,singles,T0161,T0012,1,1,T0012,T0161,away,11,76.46,0,Thunderstorm,568
B000387,2025-09-25,V003,doubles,T0117,T0007,2,2,T0117,T0007,home,6,305.32,0,Breezy,491
B000388,2024-12-19,V009,doubles,T0047,T0113,2,2,T0047,T0113,home,12,312.08,0,High Winds,2257
B000389,2024-12-09,V030,triples,T0036,T0055,3,3,T0055,T0036,away,19,38.24,0,Sunny,860
B000390,2025-04-14,V042,triples,T0126,T0142,3,3,T0142,T0126,away,22,226.3,1,Smog,600
B000391,2024-07-29,V039,doubles,T0125,T0031,2,2,T0125,T0031,home,15,204.91,0,Clear,296
B000392,2025-03-03,V017,triples,T0121,T0095,3,3,T0121,T0095,home,18,179.42,1,Clear,787
B000393,2025-12-01,V003,doubles,T0011,T0072,2,2,T0072,T0011,away,10,176.81,0,Breezy,470
B000394,2024-10-19,V013,doubles,T0127,T0124,2,2,T0124,T0127,away,20,416.51,1,Glittering,1693
B000395,2025-05-17,V050,singles,T0100,T0135,1,1,T0135,T0100,away,10,303.41,0,Overcast,239
B000396,2025-11-03,V007,singles,T0104,T0089,1,1,T0089,T0104,away,9,292.4,0,High Winds,1204
B000397,2024-05-23,V033,singles,T0004,T0011,1,1,T0004,T0011,home,9,84.77,0,Dusty,1483
B000398,2025-06-26,V021,singles,T0117,T0179,1,1,T0117,T0179,home,9,170.41,0,Harsh Sun,248
B000399,2024-12-07,V042,singles,T0105,T0064,1,1,T0105,T0064,home,12,138.02,0,Smog,744
B000400,2024-06-10,V029,triples,T0137,T0142,3,3,T0142,T0137,away,20,588.29,1,Sunny,449
B000401,2024-05-24,V016,triples,T0094,T0167,3,3,T0167,T0094,away,14,83.41,0,Clear,166
B000402,2024-05-26,V002,doubles,T0027,T0037,2,2,T0027,T0037,home,24,73.79,1,Breezy,1315
B000403,2024-03-15,V036,singles,T0094,T0031,1,1,T0094,T0031,home,10,60.37,0,Hail,648
B000404,2026-02-06,V047,singles,T0083,T0051,1,1,T0051,T0083,away,9,114.02,0,Sandstorm,288
B000405,2026-03-21,V024,singles,T0165,T0057,1,1,T0057,T0165,away,16,148.29,0,Windy,1099
B000406,2024-01-05,V005,singles,T0003,T0018,1,1,T0003,T0018,home,8,58.79,0,Moonless,1012
B000407,2024-08-05,V044,triples,T0138,T0108,3,3,T0108,T0138,away,24,143.38,1,Odd Aura,1670
B000408,2024-09-24,V019,triples,T0079,T0148,3,3,T0148,T0079,away,10,337.95,0,Harsh Sun,1177
B000409,2024-03-11,V038,doubles,T0068,T0006,2,2,T0006,T0068,away,16,43.81,0,Clear,933
B000410,2025-09-28,V016,triples,T0038,T0162,3,3,T0038,T0162,home,15,118.74,0,Clear,184
B000411,2025-03-21,V051,triples,T0115,T0169,3,3,T0169,T0115,away,24,135.34,1,Overcast,553
B000412,2024-10-09,V045,doubles,T0134,T0099,2,2,T0134,T0099,home,14,160.71,0,Odd Aura,496
B000413,2025-08-23,V027,singles,T0015,T0126,1,1,T0126,T0015,away,9,557.25,0,Fog,768
B000414,2026-02-12,V018,triples,T0129,T0019,3,3,T0129,T0019,home,23,553.84,1,Clear,1465
B000415,2025-12-06,V017,doubles,T0040,T0068,2,2,T0040,T0068,home,22,225.67,1,Clear,549
B000416,2025-03-27,V051,triples,T0104,T0156,3,3,T0156,T0104,away,14,202.4,0,Overcast,586
B000417,2024-02-17,V030,doubles,T0148,T0128,2,2,T0148,T0128,home,10,10.01,0,Sunny,742
B000418,2024-09-16,V038,singles,T0160,T0029,1,1,T0160,T0029,home,5,29.01,0,Clear,569
B000419,2024-05-26,V015,singles,T0043,T0047,1,1,T0043,T0047,home,7,207.08,0,Glittering,139
B000420,2025-02-20,V050,triples,T0076,T0094,3,3,T0076,T0094,home,24,12.53,1,Overcast,171
B000421,2026-01-21,V007,triples,T0166,T0144,3,2,T0166,T0144,home,18,458.68,0,High Winds,1378
B000422,2024-11-21,V029,doubles,T0110,T0089,2,2,T0089,T0110,away,8,48.51,0,Sunny,399
B000423,2026-01-11,V033,singles,T0068,T0001,1,1,T0068,T0001,home,6,88.1,0,Dusty,1649
B000424,2025-04-04,V015,singles,T0156,T0087,1,1,T0087,T0156,away,4,291.36,0,Glittering,162
B000425,2026-03-06,V038,triples,T0109,T0032,3,3,T0109,T0032,home,14,91.26,0,Clear,756
B000426,2024-09-19,V040,singles,T0052,T0068,1,1,T0068,T0052,away,4,274.14,0,Smog,267
B000427,2024-05-25,V037,doubles,T0080,T0032,2,2,T0032,T0080,away,10,186.5,0,Clear,1127
B000428,2025-05-02,V036,singles,T0050,T0081,1,2,T0081,T0050,away,13,490.01,0,Hail,739
B000429,2025-11-26,V001,singles,T0044,T0091,1,1,T0091,T0044,away,5,108.29,0,Breezy,639
B000430,2024-11-28,V004,doubles,T0129,T0167,2,2,T0167,T0129,away,10,203.86,0,Moonless,582
B000431,2024-08-29,V036,doubles,T0071,T0114,2,2,T0114,T0071,away,15,38.71,0,Hail,773
B000432,2024-10-24,V020,doubles,T0045,T0077,2,2,T0045,T0077,home,11,180.25,0,Harsh Sun,1716
B000433,2025-03-10,V012,doubles,T0059,T0177,2,2,T0059,T0177,home,16,260.08,0,Thunderstorm,1052
B000434,2024-10-04,V007,doubles,T0166,T0148,2,2,T0166,T0148,home,21,291.07,1,High Winds,1391
B000435,2026-03-12,V038,singles,T0066,T0148,1,1,T0066,T0148,home,10,141.91,0,Clear,743
B000436,2024-09-23,V003,singles,T0162,T0119,1,1,T0162,T0119,home,6,195.85,0,Breezy,558
B000437,2024-05-17,V044,singles,T0048,T0074,1,1,T0048,T0074,home,5,192.04,0,Odd Aura,1532
B000438,2025-10-07,V053,doubles,T0071,T0051,2,2,T0051,T0071,away,14,121.81,0,Rain,455
B000439,2024-08-25,V028,singles,T0051,T0057,1,1,T0057,T0051,away,9,28.24,0,Sunny,726
B000440,2025-12-16,V013,doubles,T0151,T0067,2,2,T0151,T0067,home,10,186.74,0,Glittering,1990
B000441,2024-07-06,V036,singles,T0062,T0164,1,1,T0062,T0164,home,11,111.78,0,Hail,663
B000442,2026-01-21,V040,singles,T0117,T0075,1,1,T0117,T0075,home,9,87.7,0,Smog,208
B000443,2024-01-21,V016,triples,T0008,T0029,3,3,T0008,T0029,home,16,282.2,0,Clear,175
B000444,2024-01-07,V014,doubles,T0173,T0091,2,2,T0091,T0173,away,10,283.55,0,Glittering,1457
B000445,2024-01-03,V019,singles,T0084,T0047,1,1,T0084,T0047,home,6,173.01,0,Harsh Sun,909
B000446,2025-01-23,V014,singles,T0158,T0005,1,1,T0158,T0005,home,12,180.97,0,Glittering,1477
B000447,2025-07-21,V025,triples,T0114,T0131,3,3,T0131,T0114,away,14,552.43,0,Fog,1285
B000448,2024-04-15,V045,singles,T0009,T0079,1,1,T0009,T0079,home,14,295.32,0,Odd Aura,430
B000449,2024-04-21,V022,singles,T0162,T0099,1,1,T0162,T0099,home,6,95.0,0,Windy,1010
B000450,2025-12-14,V023,singles,T0149,T0159,1,1,T0159,T0149,away,11,68.7,0,Windy,1295
B000451,2024-03-19,V025,doubles,T0122,T0008,2,2,T0008,T0122,away,13,293.17,0,Fog,1165
B000452,2024-09-29,V042,doubles,T0097,T0011,2,2,T0097,T0011,home,12,207.78,0,Smog,733
B000453,2024-05-10,V021,singles,T0117,T0015,1,1,T0015,T0117,away,14,10.09,0,Harsh Sun,201
B000454,2024-01-27,V010,singles,T0059,T0141,1,1,T0141,T0059,away,6,77.28,0,Thunderstorm,342
B000455,2025-04-17,V047,doubles,T0173,T0166,2,2,T0166,T0173,away,13,138.89,0,Sandstorm,329
B000456,2025-03-26,V009,doubles,T0134,T0071,2,2,T0071,T0134,away,19,231.47,1,High Winds,1481
B000457,2024-01-12,V022,triples,T0087,T0158,3,3,T0158,T0087,away,21,101.64,1,Windy,1271
B000458,2024-12-12,V015,singles,T0027,T0095,1,1,T0095,T0027,away,4,79.26,0,Glittering,223
B000459,2025-08-04,V003,singles,T0128,T0165,1,1,T0128,T0165,home,4,90.54,0,Breezy,607
B000460,2024-11-15,V005,doubles,T0058,T0028,2,2,T0058,T0028,home,17,42.45,0,Moonless,997
B000461,2024-07-10,V021,doubles,T0178,T0042,2,2,T0042,T0178,away,11,36.03,0,Harsh Sun,188
B000462,2025-12-02,V042,doubles,T0105,T0166,2,2,T0166,T0105,away,12,105.79,0,Smog,567
B000463,2024-06-15,V009,doubles,T0070,T0091,2,2,T0091,T0070,away,15,167.28,0,High Winds,1968
B000464,2025-08-08,V043,singles,T0089,T0175,1,1,T0175,T0089,away,9,102.22,0,Odd Aura,993
B000465,2025-07-14,V013,triples,T0172,T0100,3,3,T0100,T0172,away,10,158.2,0,Glittering,1435
B000466,2025-05-17,V048,triples,T0104,T0078,3,3,T0104,T0078,home,13,16.97,0,Sandstorm,2161
B000467,2024-10-13,V032,doubles,T0176,T0109,2,2,T0176,T0109,home,22,794.11,1,Dusty,1360
B000468,2024-11-19,V037,singles,T0048,T0072,1,1,T0048,T0072,home,8,61.23,0,Clear,1069
B000469,2025-12-09,V001,singles,T0083,T0081,1,1,T0081,T0083,away,12,185.53,0,Breezy,769
B000470,2026-03-23,V048,triples,T0103,T0099,3,3,T0103,T0099,home,19,278.26,0,Sandstorm,2337
B000471,2026-02-20,V035,singles,T0011,T0117,1,1,T0117,T0011,away,4,120.95,0,Hail,303
B000472,2024-06-11,V035,triples,T0085,T0130,3,3,T0130,T0085,away,15,623.1,0,Hail,328
B000473,2025-04-03,V007,singles,T0178,T0008,1,1,T0178,T0008,home,12,213.16,0,High Winds,1549
B000474,2025-11-14,V050,doubles,T0139,T0164,2,2,T0139,T0164,home,21,265.99,1,Overcast,229
B000475,2025-03-21,V010,singles,T0042,T0028,1,1,T0028,T0042,away,4,212.3,0,Thunderstorm,488
B000476,2024-09-10,V001,singles,T0096,T0036,1,1,T0036,T0096,away,9,70.89,0,Breezy,775
B000477,2026-01-17,V042,doubles,T0130,T0119,2,2,T0119,T0130,away,11,49.46,0,Smog,667
B000478,2024-03-18,V044,singles,T0064,T0005,1,1,T0064,T0005,home,7,206.68,0,Odd Aura,1440
B000479,2025-08-11,V029,doubles,T0142,T0141,2,2,T0142,T0141,home,14,787.23,0,Sunny,393
B000480,2024-10-01,V046,triples,T0174,T0104,3,3,T0174,T0104,home,20,372.79,1,Sandstorm,526
B000481,2025-07-15,V030,triples,T0179,T0166,3,3,T0179,T0166,home,19,71.96,0,Sunny,770
B000482,2026-03-31,V049,singles,T0160,T0091,1,1,T0091,T0160,away,6,96.77,0,Overcast,816
B000483,2025-12-05,V014,doubles,T0077,T0019,2,2,T0077,T0019,home,13,85.14,0,Glittering,2051
B000484,2025-01-21,V013,doubles,T0068,T0032,2,2,T0068,T0032,home,13,68.72,0,Glittering,1932
B000485,2025-07-07,V019,doubles,T0118,T0004,2,2,T0118,T0004,home,12,173.06,0,Harsh Sun,967
B000486,2025-02-04,V010,doubles,T0162,T0113,2,2,T0113,T0162,away,12,65.11,0,Thunderstorm,785
B000487,2025-07-16,V009,triples,T0104,T0028,3,3,T0028,T0104,away,13,480.66,0,High Winds,1602
B000488,2025-10-16,V038,singles,T0109,T0163,1,1,T0109,T0163,home,12,41.41,0,Clear,1010
B000489,2025-12-23,V033,doubles,T0101,T0176,2,2,T0101,T0176,home,12,542.64,0,Dusty,1203
B000490,2025-11-01,V044,singles,T0126,T0119,1,1,T0126,T0119,home,7,211.88,0,Odd Aura,1775
B000491,2025-01-30,V053,singles,T0053,T0128,1,1,T0128,T0053,away,7,118.15,0,Rain,405
B000492,2024-08-16,V044,doubles,T0144,T0154,2,3,T0154,T0144,away,9,226.32,0,Odd Aura,1833
B000493,2025-06-06,V036,doubles,T0026,T0061,2,2,T0026,T0061,home,12,38.56,0,Hail,672
B000494,2025-11-30,V022,doubles,T0164,T0082,2,2,T0082,T0164,away,6,266.37,0,Windy,1478
B000495,2024-09-06,V049,triples,T0143,T0064,3,3,T0064,T0143,away,13,20.35,0,Overcast,660
B000496,2025-07-29,V016,triples,T0135,T0121,3,3,T0121,T0135,away,14,257.47,0,Clear,190
B000497,2024-10-10,V010,doubles,T0176,T0120,2,2,T0176,T0120,home,13,64.57,0,Thunderstorm,487
B000498,2024-10-28,V038,triples,T0098,T0074,3,3,T0098,T0074,home,21,515.87,1,Clear,830
B000499,2025-03-19,V034,doubles,T0167,T0110,2,2,T0110,T0167,away,12,112.41,0,Hail,1699
B000500,2024-09-29,V041,doubles,T0046,T0078,2,2,T0078,T0046,away,15,69.88,0,Smog,675
B000501,2024-01-05,V043,singles,T0117,T0150,1,1,T0117,T0150,home,4,194.96,0,Odd Aura,974
B000502,2025-11-08,V018,singles,T0085,T0012,1,1,T0085,T0012,home,12,135.96,0,Clear,1238
B000503,2026-01-05,V029,singles,T0108,T0167,1,1,T0108,T0167,home,15,212.75,0,Sunny,570
